0 0 0 1/5 1/15 2/5 3/5 11/15 17/15 9/5 16/5 0
0 0 0 1/7 3/14 5/7 1/2 3/7 3/2 13/14 65/28 0
0 0 0 1/10 3/10 3/5 9/20 11/20 3/2 1 17/10 0
0 0 0 1/8 1/4 5/8 11/16 15/32 11/8 13/16 67/32 0
0 0 0 1/12 1/3 7/12 5/8 7/12 3/2 11/12 5/3 0
0 0 0 1/9 2/9 4/9 8/9 7/18 1 2/3 4/3 0
0 0 0 1/10 3/10 1/2 4/5 11/20 13/10 9/10 3/2 0
0 0 0 1/14 2/7 3/4 25/84 31/42 12/7 53/42 27/14 0
0 0 0 1/11 4/11 15/22 31/66 43/66 17/11 37/33 19/11 0
0 0 0 1/12 5/12 17/24 43/72 13/18 19/12 10/9 7/4 0
0 0 0 1/11 4/11 13/22 23/33 43/66 15/11 34/33 17/11 0
0 0 3/10 21/20 0 3/10 6/5 1/2 17/20 31/20 31/10 0
0 0 4/15 14/15 0 4/15 16/15 7/15 13/15 1 34/15 0
0 0 1/7 1/2 0 2/7 5/7 4/7 3/2 5/4 2 0
0 0 7/23 25/23 0 7/23 28/23 16/23 18/23 42/23 78/23 0
0 0 3/16 3/4 0 3/16 21/16 3/8 3/4 23/16 3 0
0 0 1/6 2/3 0 1/6 7/6 1/3 5/6 11/12 9/4 0
0 0 1/11 4/11 0 2/11 10/11 4/11 15/11 23/22 20/11 0
0 0 3/14 6/7 0 3/14 10/7 1/2 9/14 11/7 22/7 0
0 0 1/6 2/3 0 1/6 4/3 1/3 2/3 11/12 9/4 0
0 0 2/13 8/13 0 2/13 16/13 4/13 10/13 10/13 27/13 0
0 0 1/10 2/5 0 1/5 11/10 2/5 7/5 1 9/5 0
0 0 2/11 8/11 0 2/11 15/11 5/11 6/11 1 25/11 0
0 0 1/8 1/2 0 1/8 5/4 1/4 1/2 3/4 11/8 0
0 0 1/8 1/2 0 1/8 5/4 1/4 5/8 5/8 5/4 0
0 0 1/10 2/5 0 1/5 6/5 2/5 13/10 1 17/10 0
0 0 1/8 1/2 0 1/8 5/4 3/8 3/8 7/8 3/2 0
0 0 6/19 21/19 0 9/19 21/19 6/19 1 26/19 56/19 0
0 0 2/7 1 0 3/7 1 2/7 1 11/14 29/14 0
0 0 2/11 7/11 0 5/11 8/11 4/11 15/11 21/22 18/11 0
0 0 1/6 2/3 0 4/9 10/9 1/6 19/18 11/9 17/6 0
0 0 1/7 4/7 0 3/7 1 1/7 8/7 11/14 31/14 0
0 0 1/11 4/11 0 4/11 9/11 2/11 15/11 19/22 18/11 0
0 0 1/6 2/3 0 1/3 4/3 1/6 5/6 3/4 13/6 0
0 0 2/13 8/13 0 4/13 16/13 2/13 12/13 8/13 2 0
0 0 1/9 4/9 0 1/3 10/9 2/9 4/3 7/9 14/9 0
0 0 1/8 1/2 0 1/4 5/4 1/8 5/8 5/8 5/4 0
0 0 1/8 1/2 0 1/4 5/4 1/8 3/4 1/2 9/8 0
0 0 1/9 4/9 0 1/3 11/9 2/9 11/9 7/9 13/9 0
0 0 4/17 14/17 0 10/17 15/17 6/17 21/17 14/17 75/34 0
0 0 2/11 7/11 0 7/11 17/22 5/11 17/11 1 19/11 0
0 0 2/13 8/13 0 8/13 1 3/13 17/13 10/13 59/26 0
0 0 1/8 1/2 0 5/8 15/16 5/16 3/2 7/8 13/8 0
0 0 1/7 4/7 0 1/2 8/7 1/4 8/7 9/14 57/28 0
0 0 1/9 4/9 0 5/9 19/18 1/3 13/9 7/9 14/9 0
0 0 1/8 1/2 0 3/8 5/4 3/16 7/8 1/2 9/8 0
0 0 1/8 1/2 0 1/2 5/4 5/16 5/4 3/4 11/8 0
0 0 1/6 7/12 0 3/4 55/72 19/36 5/3 41/36 11/6 0
0 0 1/8 1/2 0 3/4 49/48 19/48 13/8 25/24 7/4 0
0 0 1/8 1/2 0 3/4 55/48 11/24 13/8 25/24 7/4 0
0 0 1/8 1/2 0 5/8 29/24 19/48 11/8 11/12 3/2 0
