0 0 4/19 0 9/19 21/38 18/19 17/19 22/19 51/38 35/19 0
0 0 1/10 0 9/10 7/20 6/5 13/20 4/5 21/20 13/10 0
0 0 1/9 0 8/9 5/18 11/9 4/9 7/9 13/18 1 0
0 0 1/10 0 9/10 1/4 5/4 1/2 4/5 17/20 1 0
0 0 1/7 0 13/14 5/14 9/7 11/14 23/28 3/4 3/2 0
0 0 1/10 0 9/10 1/4 13/10 11/20 4/5 11/20 11/10 0
0 0 3/10 0 4/5 9/20 9/10 3/5 7/10 17/20 11/10 0
0 0 3/10 0 4/5 9/20 9/10 13/20 7/10 19/20 11/10 0
0 0 1/4 0 7/8 5/16 1 3/8 3/4 9/16 3/4 0
0 0 1/4 0 7/8 5/16 1 7/16 3/4 11/16 3/4 0
0 0 4/13 0 11/13 6/13 1 10/13 19/26 19/26 17/13 0
0 0 1/4 0 7/8 5/16 1 7/16 3/4 7/16 3/4 0
0 0 1/4 0 3/4 1/8 9/8 9/16 5/8 9/16 9/8 0
0 0 1/4 0 3/4 1/8 9/8 5/8 5/8 11/16 9/8 0
0 0 1/4 0 3/4 1/8 9/8 7/16 5/8 7/16 7/8 0
0 0 3/10 0 4/5 1/10 5/4 11/20 7/10 13/20 9/10 0
0 0 3/11 0 9/11 2/11 14/11 17/22 15/22 9/22 15/11 0
0 0 2/9 0 7/9 1/9 11/9 5/9 2/3 5/18 1 0
0 0 7/12 0 3/4 1/4 11/12 17/24 7/12 13/24 13/12 0
0 0 8/13 0 10/13 3/13 12/13 10/13 8/13 17/26 14/13 0
0 0 4/9 0 7/9 2/9 1 1/2 2/3 7/18 7/9 0
0 0 6/11 0 9/11 2/11 12/11 7/11 8/11 13/22 9/11 0
0 0 7/13 0 10/13 4/13 1 21/26 15/26 11/26 15/13 0
0 0 4/9 0 7/9 2/9 1 5/9 2/3 5/18 7/9 0
0 0 3/16 0 11/16 15/32 1/2 5/8 17/16 35/32 21/16 0
0 0 1/6 0 13/18 5/12 19/36 2/3 10/9 43/36 4/3 0
0 0 2/11 0 8/11 7/22 7/11 5/11 13/11 17/22 1 0
0 0 2/13 0 10/13 7/26 9/13 15/26 18/13 27/26 15/13 0
0 0 1/5 0 11/15 8/15 3/5 23/30 16/15 31/30 7/5 0
0 0 1/5 0 4/5 7/20 7/10 11/20 6/5 13/20 1 0
0 0 5/13 0 10/13 3/13 8/13 15/26 1 19/26 15/13 0
0 0 3/8 0 13/16 3/16 21/32 21/32 17/16 29/32 19/16 0
0 0 3/10 0 4/5 1/5 7/10 9/20 11/10 11/20 9/10 0
0 0 5/14 0 6/7 1/7 11/14 9/14 19/14 25/28 15/14 0
0 0 2/5 0 4/5 3/10 7/10 7/10 1 11/20 11/10 0
0 0 1/3 0 8/9 2/9 7/9 5/9 10/9 7/18 8/9 0
0 0 1/7 0 13/14 9/28 9/14 13/28 11/14 11/14 29/28 0
0 0 2/15 0 14/15 3/10 28/45 47/90 73/90 41/45 47/45 0
0 0 1/8 0 1 3/16 7/8 1/4 7/8 7/16 5/8 0
0 0 1/8 0 1 3/16 7/8 5/16 7/8 9/16 5/8 0
0 0 1/8 0 15/16 5/16 35/48 53/96 71/96 5/8 103/96 0
0 0 1/8 0 1 3/16 7/8 5/16 7/8 5/16 5/8 0
0 0 5/14 0 13/14 1/7 5/7 1/2 5/7 1/2 27/28 0
0 0 7/17 0 1 2/17 37/51 31/51 79/102 35/51 50/51 0
0 0 1/4 0 1 1/8 7/8 5/16 7/8 5/16 5/8 0
0 0 1/3 0 1 1/9 8/9 4/9 8/9 1/2 2/3 0
0 0 2/7 0 13/14 1/7 16/21 11/21 53/84 2/7 73/84 0
0 0 1/4 0 1 1/8 7/8 3/8 7/8 3/16 5/8 0
0 0 1/12 3/4 0 13/24 1/3 7/12 1 31/24 17/12 0
0 0 1/14 11/14 0 4/7 2/7 9/14 15/14 3/2 10/7 0
0 0 1/12 3/4 0 13/24 1/3 1/2 1 29/24 5/4 0
0 0 3/20 3/4 0 11/20 3/8 5/8 6/5 31/20 5/4 0
0 0 1/11 9/11 0 15/22 5/11 17/22 1 27/22 17/11 0
0 0 1/11 9/11 0 15/22 5/11 15/22 1 25/22 15/11 0
0 0 3/11 9/11 0 15/22 1/11 6/11 1 29/22 14/11 0
0 0 2/7 6/7 0 5/7 1/14 9/14 15/14 11/7 9/7 0
0 0 1/5 4/5 0 13/20 1/10 2/5 1 23/20 1 0
0 0 1/3 5/6 0 2/3 1/6 11/18 11/9 14/9 19/18 0
0 0 1/4 7/8 0 13/16 1/8 11/16 1 19/16 5/4 0
0 0 1/4 7/8 0 13/16 1/8 9/16 1 17/16 1 0
0 0 1/11 10/11 0 7/11 3/11 1/2 17/22 27/22 13/11 0
0 0 1/13 12/13 0 47/78 3/13 41/78 61/78 17/13 44/39 0
0 0 1/10 9/10 0 13/20 3/10 2/5 4/5 23/20 1 0
0 0 2/15 14/15 0 28/45 3/10 41/90 38/45 4/3 41/45 0
0 0 1/12 11/12 0 3/4 1/3 5/8 3/4 9/8 5/4 0
0 0 1/10 9/10 0 3/4 2/5 11/20 4/5 21/20 11/10 0
0 0 1/3 11/12 0 3/4 1/12 13/24 17/24 29/24 13/12 0
0 0 3/8 1 0 71/96 1/16 59/96 73/96 11/8 25/24 0
0 0 2/9 8/9 0 13/18 1/9 1/3 7/9 19/18 7/9 0
0 0 1/3 1 0 31/45 2/15 22/45 38/45 4/3 7/9 0
0 0 3/11 10/11 0 9/11 1/11 13/22 7/11 23/22 1 0
0 0 1/4 7/8 0 13/16 1/8 7/16 3/4 15/16 3/4 0
0 0 1/6 1/6 5/6 0 2/3 11/24 7/6 17/24 5/4 0
0 0 1/6 5/18 17/18 0 25/36 7/12 25/18 41/36 4/3 0
0 0 1/10 1/5 4/5 0 7/10 7/20 6/5 11/20 1 0
0 0 1/6 1/3 8/9 0 13/18 5/9 14/9 41/36 7/6 0
0 0 1/8 1/8 1 0 7/8 5/8 5/4 7/16 5/4 0
0 0 1/8 1/8 1 0 7/8 1/2 5/4 5/16 1 0
0 0 3/17 5/17 1 0 12/17 8/17 15/17 10/17 39/34 0
0 0 3/13 11/26 55/52 0 107/156 89/156 13/12 37/39 89/78 0
0 0 1/9 2/9 8/9 0 7/9 5/18 1 7/18 7/9 0
0 0 3/17 9/17 31/34 0 23/34 15/34 21/17 33/34 15/17 0
0 0 2/15 1/5 16/15 0 38/45 5/9 71/90 1/3 97/90 0
0 0 1/8 1/8 1 0 7/8 3/8 1 3/16 3/4 0
