0 0 4/21 0 20/63 157/189 1121/756 229/378 331/189 113/63 13/6 313/126 388/189 635/189 391/126 0
0 0 11/54 0 8/27 65/81 935/648 95/162 143/81 187/108 25/12 23/9 355/162 557/162 55/18 0
0 0 11/59 0 21/59 48/59 171/118 119/177 207/118 112/59 132/59 114/59 134/59 196/59 226/59 0
0 0 10/51 0 1/3 40/51 24/17 199/306 179/102 63/34 37/17 65/34 125/51 172/51 397/102 0
0 0 13/58 0 9/29 23/29 42/29 241/348 107/58 211/116 127/58 241/116 241/116 103/29 108/29 0
0 0 6/25 0 7/25 19/25 141/100 101/150 93/50 44/25 53/25 52/25 223/100 91/25 377/100 0
0 0 11/59 0 21/59 48/59 171/118 119/177 207/118 112/59 132/59 114/59 215/118 201/59 409/118 0
0 0 10/51 0 1/3 40/51 24/17 199/306 179/102 63/34 37/17 65/34 197/102 59/17 59/17 0
0 0 7/31 0 11/31 77/93 1091/744 251/372 655/372 113/62 271/124 241/124 613/372 302/93 193/62 0
0 0 13/54 0 1/3 65/81 929/648 53/81 571/324 191/108 229/108 52/27 559/324 266/81 331/108 0
0 0 4/43 0 8/43 26/43 48/43 14/43 38/43 64/43 95/43 79/43 217/86 81/43 251/86 0
0 0 3/31 0 6/31 18/31 33/31 21/62 26/31 44/31 64/31 57/31 181/62 56/31 177/62 0
0 0 3/32 0 3/16 19/32 35/32 21/64 27/32 23/16 71/32 119/64 141/64 59/32 83/32 0
0 0 1/11 0 2/11 6/11 1 7/22 17/22 29/22 2 83/44 113/44 19/11 26/11 0
0 0 4/35 0 8/35 24/35 44/35 2/5 33/35 57/35 82/35 11/5 82/35 163/70 96/35 0
0 0 3/28 0 3/14 9/14 33/28 3/8 25/28 43/28 31/14 127/56 73/28 129/56 73/28 0
0 0 1/11 0 9/44 25/44 45/44 39/88 47/44 37/22 125/44 199/88 21/8 26/11 34/11 0
0 0 3/32 0 3/16 1/2 29/32 1/2 9/8 53/32 45/16 151/64 193/64 39/16 97/32 0
0 0 6/53 0 12/53 33/53 60/53 29/53 65/53 101/53 166/53 147/53 151/53 325/106 179/53 0
0 0 1/9 0 1/5 5/9 46/45 53/90 58/45 17/9 142/45 263/90 47/15 97/30 152/45 0
0 0 4/53 0 13/53 31/53 67/53 43/106 57/53 79/53 120/53 101/53 138/53 2 162/53 0
0 0 3/37 0 9/37 21/37 45/37 15/37 38/37 53/37 79/37 71/37 112/37 71/37 3 0
0 0 1/16 0 13/48 13/24 61/48 7/16 53/48 23/16 37/16 47/24 215/96 49/24 131/48 0
0 0 2/31 0 8/31 16/31 37/31 13/31 32/31 42/31 66/31 125/62 163/62 60/31 78/31 0
0 0 1/10 0 3/10 7/10 57/40 1/2 23/20 33/20 12/5 43/20 43/20 12/5 53/20 0
0 0 3/32 0 9/32 21/32 43/32 15/32 35/32 25/16 73/32 71/32 77/32 19/8 81/32 0
0 0 2/23 0 6/23 27/46 55/46 25/46 59/46 39/23 64/23 50/23 55/23 111/46 68/23 0
