0 0 5/23 8/23 0 28/23 44/23 61/23 49/46 52/23 149/46 187/46 0
0 0 1/9 2/3 0 25/9 3 10/3 37/27 3 61/18 32/9 0
0 0 1/9 2/3 0 8/3 26/9 10/3 37/27 3 10/3 32/9 0
0 0 1/9 2/3 0 23/9 25/9 31/9 37/27 3 31/9 32/9 0
0 0 1/9 2/3 0 23/9 25/9 28/9 37/27 3 28/9 32/9 0
0 0 2/9 2/3 0 26/9 3 10/3 37/27 3 61/18 32/9 0
0 0 3/10 3/5 0 5/2 13/5 31/10 37/30 27/10 3 16/5 0
0 0 5/12 1/2 0 2 25/12 35/12 37/36 9/4 65/24 8/3 0
0 0 2/9 5/9 0 20/9 7/3 8/3 31/27 23/9 23/9 3 0
0 0 1/3 5/9 0 22/9 23/9 25/9 31/27 23/9 17/6 3 0
0 0 4/9 4/9 0 2 19/9 22/9 25/27 19/9 7/3 22/9 0
0 0 5/9 1/3 0 14/9 5/3 19/9 19/27 5/3 35/18 17/9 0
0 0 1/3 4/9 0 17/9 2 20/9 25/27 19/9 19/9 22/9 0
0 0 1/9 2/3 0 19/9 2 20/9 14/9 29/9 32/9 5 0
0 0 1/8 11/16 0 35/16 2 11/4 13/8 27/8 27/8 39/8 0
0 0 2/11 7/11 0 45/22 20/11 71/22 17/11 71/22 40/11 50/11 0
0 0 1/14 11/14 0 5/2 33/14 43/14 13/7 27/7 51/14 75/14 0
0 0 1/9 5/9 0 17/9 16/9 2 11/9 8/3 3 37/9 0
0 0 2/15 3/5 0 2 9/5 12/5 4/3 43/15 43/15 61/15 0
0 0 1/5 11/20 0 37/20 8/5 27/10 5/4 27/10 3 37/10 0
0 0 1/13 9/13 0 30/13 28/13 35/13 20/13 43/13 40/13 58/13 0
0 0 1/7 5/14 0 25/14 23/14 53/28 15/14 31/14 145/56 95/28 0
0 0 3/17 8/17 0 33/17 29/17 75/34 21/17 43/17 89/34 61/17 0
0 0 1/4 9/20 0 9/5 3/2 19/8 47/40 12/5 107/40 131/40 0
0 0 1/12 7/12 0 25/12 23/12 7/3 11/8 17/6 31/12 91/24 0
0 0 1/9 2/9 0 16/9 5/3 11/6 53/54 19/9 83/36 17/6 0
0 0 2/13 5/13 0 25/13 22/13 55/26 46/39 32/13 63/26 42/13 0
0 0 2/9 4/9 0 17/9 29/18 89/36 131/108 5/2 97/36 13/4 0
0 0 1/11 5/11 0 20/11 18/11 2 7/6 27/11 24/11 69/22 0
0 0 2/9 2/3 0 19/9 2 19/9 14/9 29/9 31/9 44/9 0
0 0 3/10 3/5 0 19/10 17/10 19/10 7/5 29/10 29/10 21/5 0
0 0 4/11 6/11 0 19/11 16/11 19/11 14/11 29/11 29/11 41/11 0
0 0 2/9 2/3 0 19/9 2 19/9 14/9 29/9 3 40/9 0
0 0 2/9 5/9 0 17/9 16/9 17/9 11/9 8/3 26/9 4 0
0 0 3/10 1/2 0 17/10 3/2 17/10 11/10 12/5 12/5 17/5 0
0 0 4/11 5/11 0 17/11 14/11 17/11 1 24/11 24/11 3 0
0 0 2/9 5/9 0 17/9 16/9 17/9 11/9 8/3 22/9 32/9 0
0 0 3/13 5/13 0 24/13 22/13 24/13 29/26 30/13 135/52 45/13 0
0 0 1/3 5/12 0 11/6 19/12 11/6 9/8 7/3 29/12 79/24 0
0 0 5/12 5/12 0 7/4 17/12 7/4 13/12 9/4 7/3 37/12 0
0 0 2/9 4/9 0 5/3 14/9 5/3 19/18 20/9 2 53/18 0
0 0 2/9 2/9 0 5/3 14/9 5/3 25/27 2 77/36 8/3 0
0 0 3/10 3/10 0 17/10 3/2 17/10 59/60 21/10 21/10 11/4 0
0 0 4/11 4/11 0 19/11 16/11 19/11 34/33 24/11 24/11 31/11 0
0 0 2/9 1/3 0 13/9 4/3 13/9 47/54 17/9 5/3 43/18 0
0 0 3/20 3/5 0 103/40 49/20 109/40 7/5 57/20 267/80 167/40 0
0 0 1/5 13/20 0 101/40 23/10 111/40 29/20 59/20 25/8 81/20 0
0 0 3/10 3/5 0 89/40 19/10 109/40 53/40 27/10 121/40 143/40 0
0 0 1/12 3/4 0 31/12 29/12 11/4 37/24 19/6 35/12 101/24 0
0 0 2/13 7/13 0 69/26 33/13 73/26 107/78 37/13 165/52 95/26 0
0 0 1/5 3/5 0 77/30 7/3 83/30 64/45 44/15 91/30 56/15 0
0 0 5/18 11/18 0 85/36 37/18 103/36 149/108 17/6 37/12 43/12 0
0 0 1/10 3/5 0 11/5 2 23/10 77/60 27/10 12/5 67/20 0
0 0 2/9 11/18 0 31/12 22/9 47/18 17/12 26/9 79/24 38/9 0
0 0 1/3 3/5 0 73/30 11/5 37/15 41/30 14/5 44/15 23/6 0
0 0 6/13 7/13 0 55/26 23/13 28/13 16/13 33/13 35/13 44/13 0
0 0 1/5 3/5 0 11/5 21/10 11/5 5/4 13/5 12/5 69/20 0
0 0 1/4 1/2 0 59/24 7/3 5/2 23/18 8/3 139/48 41/12 0
0 0 1/3 1/2 0 55/24 25/12 7/3 89/72 31/12 8/3 79/24 0
0 0 5/12 1/2 0 17/8 11/6 13/6 43/36 5/2 31/12 19/6 0
0 0 2/9 4/9 0 16/9 5/3 16/9 53/54 19/9 17/9 47/18 0
0 0 1/9 7/9 0 59/18 29/9 31/9 43/27 31/9 67/18 37/9 0
0 0 1/6 3/4 0 23/8 8/3 37/12 55/36 13/4 13/4 47/12 0
0 0 1/4 11/16 0 79/32 35/16 3 67/48 47/16 25/8 57/16 0
0 0 1/10 7/10 0 13/5 12/5 27/10 43/30 31/10 14/5 37/10 0
0 0 2/9 2/3 0 17/6 25/9 26/9 37/27 3 19/6 32/9 0
0 0 3/10 3/5 0 49/20 23/10 5/2 37/30 27/10 27/10 16/5 0
0 0 4/11 6/11 0 47/22 21/11 24/11 37/33 27/11 27/11 32/11 0
0 0 2/9 5/9 0 20/9 19/9 20/9 31/27 23/9 7/3 3 0
0 0 1/9 7/9 0 22/9 20/9 19/9 16/9 11/3 11/3 16/3 0
0 0 1/9 7/9 0 22/9 19/9 2 16/9 11/3 31/9 46/9 0
0 0 1/9 7/9 0 22/9 2 17/9 16/9 11/3 61/18 5 0
0 0 1/9 7/9 0 22/9 20/9 19/9 16/9 11/3 10/3 5 0
0 0 1/9 2/3 0 20/9 2 17/9 13/9 28/9 28/9 40/9 0
0 0 1/9 2/3 0 20/9 17/9 16/9 13/9 28/9 26/9 38/9 0
0 0 1/9 2/3 0 20/9 16/9 5/3 13/9 28/9 17/6 37/9 0
0 0 1/9 2/3 0 20/9 2 17/9 13/9 28/9 25/9 37/9 0
0 0 1/12 1/2 0 25/12 11/6 7/4 31/24 8/3 131/48 23/6 0
0 0 1/10 3/5 0 23/10 19/10 9/5 29/20 3 14/5 81/20 0
0 0 1/9 2/3 0 22/9 17/9 16/9 14/9 29/9 53/18 38/9 0
0 0 1/9 5/9 0 2 16/9 5/3 23/18 8/3 7/3 7/2 0
0 0 1/9 1/3 0 16/9 14/9 13/9 28/27 20/9 77/36 26/9 0
0 0 1/9 4/9 0 2 5/3 14/9 65/54 23/9 7/3 59/18 0
0 0 1/9 5/9 0 20/9 16/9 5/3 37/27 26/9 47/18 11/3 0
0 0 1/9 4/9 0 16/9 14/9 13/9 59/54 7/3 2 53/18 0
0 0 1/16 11/16 0 87/32 5/2 39/16 49/32 25/8 213/64 9/2 0
0 0 1/12 3/4 0 67/24 29/12 7/3 13/8 10/3 19/6 107/24 0
0 0 1/9 7/9 0 49/18 19/9 2 5/3 31/9 19/6 40/9 0
0 0 1/10 7/10 0 5/2 23/10 11/5 29/20 3 27/10 79/20 0
0 0 1/11 6/11 0 53/22 24/11 23/11 43/33 30/11 119/44 38/11 0
0 0 1/10 3/5 0 49/20 21/10 2 83/60 29/10 27/10 73/20 0
0 0 1/9 2/3 0 5/2 2 17/9 40/27 28/9 17/6 35/9 0
0 0 1/9 5/9 0 19/9 17/9 16/9 65/54 23/9 20/9 19/6 0
0 0 1/9 2/3 0 49/18 23/9 22/9 37/27 3 53/18 32/9 0
0 0 1/9 2/3 0 47/18 7/3 20/9 37/27 3 25/9 32/9 0
0 0 1/9 2/3 0 5/2 19/9 2 37/27 3 49/18 32/9 0
0 0 1/9 2/3 0 23/9 7/3 20/9 37/27 3 8/3 32/9 0
